,geometry
141183,"POLYGON ((-96.389209 30.507425, -96.392925 30.510491, -96.394032 30.513693, -96.388813 30.515055, -96.37987 30.505155, -96.386512 30.497661, -96.377971 30.491702, -96.375599 30.493609, -96.368798 30.492928, -96.367691 30.488227, -96.359152 30.481344, -96.364608 30.475688, -96.362394 30.471668, -96.357017 30.471668, -96.354803 30.474939, -96.357649 30.477596, -96.358436 30.479657, -96.355009 30.484125, -96.34228 30.49521, -96.34228 30.497745, -96.342495 30.497974, -96.342764 30.498138, -96.343105 30.498656, -96.343896 30.49928, -96.344894 30.499795, -96.34564 30.499825, -96.346141 30.49988, -96.346519 30.499949, -96.346878 30.499918, -96.34725 30.500025, -96.347779 30.500248, -96.34796 30.500343, -96.348136 30.500459, -96.348297 30.50058, -96.348345 30.500589, -96.348425 30.50061, -96.348582 30.500659, -96.348652 30.500676, -96.348742 30.500699, -96.34906 30.500787, -96.349461 30.500886, -96.349705 30.500936, -96.350073 30.500999, -96.350654 30.501055, -96.350902 30.501087, -96.351766 30.501215, -96.351966 30.501264, -96.352151 30.501349, -96.352259 30.501403, -96.352528 30.501573, -96.352623 30.501644, -96.35289 30.501871, -96.353001 30.501979, -96.353374 30.502367, -96.35365 30.502683, -96.354204 30.503445, -96.354363 30.503675, -96.354546 30.503958, -96.354602 30.504055, -96.35494 30.504781, -96.354944 30.50479, -96.354986 30.504876, -96.355073 30.505055, -96.355205 30.505397, -96.355368 30.505881, -96.355459 30.506082, -96.355614 30.506377, -96.355628 30.50641, -96.35561 30.506481, -96.355601 30.506553, -96.355592 30.506726, -96.355576 30.507056, -96.355575 30.507236, -96.355594 30.507451, -96.355595 30.507523, -96.355585 30.507775, -96.355554 30.508062, -96.355521 30.508203, -96.355466 30.508487, -96.355398 30.508712, -96.355394 30.508724, -96.35536 30.508835, -96.355311 30.509156, -96.355184 30.509758, -96.355138 30.510115, -96.355094 30.510216, -96.355022 30.510498, -96.354977 30.510783, -96.354955 30.510889, -96.354848 30.511237, -96.354791 30.511372, -96.35478 30.511407, -96.354782 30.511551, -96.354768 30.511842, -96.354767 30.511863, -96.354766 30.511879, -96.354766 30.512018, -96.354792 30.51216, -96.354804 30.512194, -96.354875 30.512324, -96.354925 30.512462, -96.354974 30.512636, -96.354997 30.512743, -96.355001 30.512779, -96.355049 30.512837, -96.355164 30.513029, -96.355403 30.513367, -96.355511 30.513477, -96.355584 30.513565, -96.355639 30.513619, -96.355793 30.51374, -96.35586 30.513783, -96.355871 30.513788, -96.360238 30.509758, -96.364533 30.509842, -96.36912 30.510262, -96.370872 30.51267, -96.370981 30.513244, -96.371015 30.513285, -96.371094 30.513411, -96.371179 30.513614, -96.371258 30.513857, -96.371327 30.514102, -96.37135 30.514208, -96.37136 30.514387, -96.371356 30.514531, -96.371331 30.514818, -96.371305 30.514959, -96.371327 30.515075, -96.371207 30.515246, -96.371125 30.51544, -96.371077 30.515577, -96.370977 30.515775, -96.370794 30.516058, -96.370663 30.516323, -96.370639 30.516374, -96.370433 30.516728, -96.37028 30.516942, -96.370182 30.517059, -96.369901 30.517325, -96.369603 30.517534, -96.369444 30.51776, -96.369262 30.517758, -96.369211 30.517791, -96.369031 30.517881, -96.3688 30.517965, -96.36872 30.517985, -96.368596 30.518003, -96.368248 30.518125, -96.368128 30.518154, -96.367964 30.518177, -96.367839 30.518181, -96.367755 30.518177, -96.367593 30.518145, -96.367474 30.51811, -96.367397 30.518082, -96.367247 30.518019, -96.367177 30.51798, -96.367111 30.517937, -96.367097 30.517922, -96.366885 30.517914, -96.366802 30.517907, -96.366557 30.51786, -96.366145 30.517804, -96.36548 30.517746, -96.365188 30.517732, -96.36508 30.517732, -96.358819 30.518931, -96.358788 30.518942, -96.355926 30.521711, -96.355147 30.527807, -96.357068 30.534563, -96.358302 30.539707, -96.359405 30.542168, -96.362846 30.542559, -96.364812 30.542645, -96.36976 30.54364, -96.373389 30.54023, -96.373719 30.537105, -96.376868 30.532862, -96.38495 30.532862, -96.38515 30.532773, -96.385189 30.532759, -96.385309 30.532727, -96.38592 30.53261, -96.386167 30.532574, -96.386582 30.532539, -96.387163 30.532483, -96.387454 30.532463, -96.387955 30.532443, -96.38833 30.532459, -96.388746 30.532495, -96.388993 30.53253, -96.389566 30.53263, -96.389894 30.532679, -96.390056 30.532715, -96.390575 30.532852, -96.391023 30.532939, -96.391218 30.533003, -96.391518 30.533092, -96.392867 30.533146, -96.395012 30.530731, -96.399128 30.524005, -96.401302 30.520601, -96.401055 30.50886, -96.401933 30.508179, -96.404041 30.509389, -96.403777 30.511356, -96.409486 30.514837, -96.418228 30.506948, -96.41973 30.50797, -96.422181 30.505586, -96.421391 30.501498, -96.417595 30.501975, -96.416172 30.501567, -96.416172 30.501566, -96.415302 30.494481, -96.413325 30.493731, -96.413246 30.488349, -96.403204 30.48794, -96.403283 30.492096, -96.405181 30.492709, -96.405418 30.494753, -96.402176 30.504087, -96.398381 30.504632, -96.397274 30.503542, -96.39419 30.503134, -96.389209 30.507425))"
141184,"POLYGON ((-96.648245 30.473446, -96.646914 30.470182, -96.644867 30.46877, -96.640466 30.473005, -96.645583 30.476092, -96.648245 30.473446))"
141185,"POLYGON ((-96.426399 30.590934, -96.426782 30.591076, -96.427029 30.591112, -96.427069 30.591122, -96.427186 30.591161, -96.427338 30.591221, -96.427657 30.591307, -96.427781 30.59132, -96.428114 30.591341, -96.428449 30.591341, -96.428616 30.591336, -96.428699 30.591329, -96.428947 30.591299, -96.429275 30.591244, -96.429639 30.591165, -96.429796 30.591116, -96.429828 30.591108, -96.425446 30.590188, -96.425527 30.590272, -96.425681 30.590394, -96.425782 30.590508, -96.425941 30.590625, -96.426088 30.590752, -96.426399 30.590934))"
141186,"POLYGON ((-96.458494 30.597587, -96.458744 30.597595, -96.458908 30.597622, -96.459475 30.597747, -96.45975 30.597831, -96.459945 30.597896, -96.460144 30.597953, -96.460451 30.598066, -96.460648 30.598125, -96.460892 30.598175, -96.461017 30.598185, -96.461174 30.598192, -96.460632 30.597767, -96.455714 30.597186, -96.451568 30.596605, -96.44982 30.594896, -96.449751 30.593605, -96.449687 30.593856, -96.449654 30.594034, -96.449651 30.594069, -96.449692 30.594245, -96.449737 30.594603, -96.449734 30.594747, -96.449752 30.594854, -96.449789 30.594957, -96.449994 30.595351, -96.450177 30.595633, -96.450335 30.595846, -96.450362 30.595873, -96.450519 30.595991, -96.450579 30.596042, -96.450679 30.596157, -96.450706 30.596183, -96.450776 30.596222, -96.450939 30.596335, -96.451298 30.596636, -96.451499 30.596765, -96.45168 30.596855, -96.451913 30.596934, -96.452151 30.597001, -96.452357 30.597035, -96.452482 30.597043, -96.452677 30.597105, -96.452759 30.597121, -96.453256 30.597178, -96.45342 30.597204, -96.45378 30.597299, -96.45447 30.597442, -96.454552 30.597456, -96.45476 30.597478, -96.454839 30.597499, -96.454995 30.597553, -96.455075 30.597573, -96.455278 30.597613, -96.455504 30.597636, -96.455539 30.597616, -96.455875 30.597454, -96.455958 30.597464, -96.456041 30.597467, -96.456417 30.597461, -96.45675 30.597488, -96.456832 30.597503, -96.456957 30.597509, -96.457037 30.59753, -96.457116 30.597556, -96.457868 30.597549, -96.458494 30.597587))"
141187,"POLYGON ((-96.949512 29.878829, -96.951555 29.877863, -96.951183 29.876575, -96.949326 29.876656, -96.946913 29.877139, -96.944592 29.877863, -96.943292 29.876173, -96.942085 29.875287, -96.940321 29.875207, -96.9393 29.874563, -96.936143 29.875207, -96.93048 29.879473, -96.929737 29.884866, -96.923331 29.891225, -96.927973 29.895089, -96.929344 29.895196, -96.931196 29.8945, -96.933111 29.893215, -96.935828 29.892038, -96.936508 29.888557, -96.937434 29.885719, -96.940522 29.882935, -96.949141 29.880358, -96.949512 29.878829))"
141188,"POLYGON ((-97.127877 29.911908, -97.127877 29.91338, -97.136654 29.912951, -97.136371 29.909024, -97.12285 29.909208, -97.12285 29.911785, -97.127876 29.911908, -97.127877 29.911908))"
141189,"POLYGON ((-97.080907 29.904601, -97.08129 29.905761, -97.081863 29.909794, -97.093638 29.909577, -97.094594 29.901014, -97.09077 29.90118, -97.090769 29.90118, -97.090706 29.896152, -97.082229 29.896096, -97.079425 29.897643, -97.079425 29.897644, -97.071521 29.898362, -97.070629 29.898196, -97.070438 29.896428, -97.063044 29.896759, -97.063125 29.916148, -97.070263 29.915761, -97.070709 29.915153, -97.070263 29.904933, -97.070263 29.904932, -97.080907 29.904601))"
141190,"POLYGON ((-97.02832 29.915403, -97.028761 29.918571, -97.036802 29.918436, -97.037114 29.915594, -97.038441 29.915459, -97.038677 29.906801, -97.037194 29.906868, -97.036804 29.903417, -97.036413 29.901455, -97.031105 29.901117, -97.030896 29.897143, -97.026213 29.897076, -97.025978 29.907361, -97.024417 29.908241, -97.023324 29.909459, -97.023558 29.915268, -97.02832 29.915403))"
141191,"POLYGON ((-96.690312 29.908977, -96.710027 29.910056, -96.710788 29.897104, -96.715768 29.893086, -96.71397 29.891766, -96.709612 29.895485, -96.708574 29.892006, -96.703386 29.888948, -96.696538 29.886789, -96.690519 29.891946, -96.685677 29.889967, -96.68208 29.893805, -96.685608 29.896744, -96.681042 29.901422, -96.690312 29.908977))"
141192,"POLYGON ((-96.882745 29.907615, -96.884393 29.906901, -96.88313 29.90471, -96.881427 29.905805, -96.882745 29.907615))"
141193,"POLYGON ((-96.854332 29.912536, -96.855009 29.910083, -96.855009 29.910082, -96.856424 29.908056, -96.856917 29.905336, -96.855132 29.904482, -96.849841 29.904162, -96.846395 29.905122, -96.84338 29.911949, -96.846457 29.913922, -96.846457 29.913923, -96.846826 29.917762, -96.853471 29.919149, -96.855932 29.915043, -96.854332 29.912536))"
141194,"POLYGON ((-96.91509 29.908061, -96.916771 29.909476, -96.916574 29.911576, -96.918255 29.913206, -96.916079 29.915821, -96.925575 29.919679, -96.931807 29.91282, -96.922608 29.909133, -96.923745 29.907332, -96.923597 29.906046, -96.915881 29.904717, -96.91509 29.908061))"
141195,"POLYGON ((-97.103999 29.958443, -97.101756 29.958891, -97.09658 29.961208, -97.095976 29.9633, -97.099686 29.964048, -97.100635 29.966215, -97.103568 29.96614, -97.109865 29.967112, -97.110986 29.961806, -97.108657 29.960236, -97.103999 29.958443))"
141196,"POLYGON ((-97.093049 29.959799, -97.093697 29.957552, -97.091363 29.957552, -97.091363 29.9589, -97.093049 29.959799))"
141197,"POLYGON ((-97.029664 30.027339, -97.029664 30.02734, -97.02951 30.030732, -97.033044 30.030665, -97.033659 30.025078, -97.032814 30.023082, -97.019292 30.023814, -97.019445 30.027472, -97.029664 30.027339))"
141198,"POLYGON ((-96.999468 30.041778, -97.000057 30.041491, -97.000261 30.041456, -97.004493 30.039394, -97.004494 30.039272, -96.996171 30.043202, -96.996164 30.043388, -96.999468 30.041778))"
141199,"POLYGON ((-97.018379 30.032406, -97.018662 30.032259, -97.018688 30.032246, -97.018587 30.027491, -97.00713 30.027896, -97.006545 30.031641, -97.009234 30.032552, -97.009085 30.037156, -97.011112 30.036168, -97.016341 30.033461, -97.016718 30.033266, -97.017219 30.033007, -97.018082 30.032559, -97.018379 30.032406))"
141200,"POLYGON ((-97.032902 30.038608, -97.03311 30.036991, -97.026815 30.036991, -97.02723 30.038667, -97.032902 30.038608))"
141201,"POLYGON ((-96.916807 30.058951, -96.916248 30.057111, -96.915465 30.058079, -96.916248 30.059725, -96.916807 30.058951))"
141202,"POLYGON ((-96.819834 30.058976, -96.818939 30.060526, -96.820505 30.061397, -96.821289 30.060235, -96.819834 30.058976))"
141203,"POLYGON ((-96.174702 30.694758, -96.174339 30.694405, -96.174177 30.694248, -96.174112 30.694156, -96.174102 30.693978, -96.173965 30.69391, -96.173645 30.69389, -96.173414 30.693552, -96.173287 30.693464, -96.173177 30.693483, -96.173602 30.694077, -96.174995 30.695454, -96.174987 30.695435, -96.174862 30.695138, -96.174854 30.695119, -96.174702 30.694758))"
141204,"POLYGON ((-96.176668 30.697506, -96.176824 30.697256, -96.176891 30.697087, -96.176896 30.696838, -96.17678 30.696649, -96.176603 30.696497, -96.176538 30.696474, -96.176454 30.696444, -96.175676 30.696163, -96.176465 30.697113, -96.176274 30.697934, -96.17608 30.697967, -96.176143 30.69799, -96.176295 30.697933, -96.176668 30.697506))"
141205,"POLYGON ((-96.175524 30.698779, -96.175647 30.698707, -96.175642 30.698602, -96.175613 30.698531, -96.175524 30.698779))"
141206,"POLYGON ((-96.044684 30.706525, -96.044944 30.712471, -96.047986 30.714079, -96.047986 30.71408, -96.043557 30.727299, -96.056352 30.7299, -96.057363 30.727751, -96.059611 30.728123, -96.060821 30.725373, -96.060043 30.724482, -96.060043 30.718759, -96.061945 30.717941, -96.061858 30.711921, -96.055375 30.711475, -96.058529 30.703006, -96.066656 30.705162, -96.069163 30.698769, -96.06095 30.696539, -96.059913 30.698397, -96.055503 30.696836, -96.056281 30.694569, -96.057923 30.687681, -96.0536 30.687681, -96.053334 30.680108, -96.042701 30.680405, -96.042528 30.682412, -96.042787 30.682412, -96.042528 30.688509, -96.040021 30.688212, -96.039848 30.689401, -96.03224 30.686948, -96.031894 30.688434, -96.042955 30.692326, -96.043387 30.696415, -96.048661 30.698199, -96.048834 30.704369, -96.044684 30.706525))"
141207,"POLYGON ((-95.862134 30.434993, -95.862203 30.436011, -95.86602 30.436011, -95.86609 30.434993, -95.862134 30.434993))"
141208,"POLYGON ((-95.907342 30.442591, -95.911487 30.442888, -95.911487 30.439911, -95.907515 30.439762, -95.907342 30.442591))"
141209,"POLYGON ((-96.121919 30.444036, -96.122038 30.443782, -96.121976 30.443579, -96.121806 30.443426, -96.121766 30.443412, -96.121919 30.444036))"
141210,"POLYGON ((-96.122549 30.445856, -96.122896 30.446626, -96.122937 30.446402, -96.123131 30.446254, -96.123164 30.446118, -96.122979 30.445981, -96.122549 30.445856))"
141211,"POLYGON ((-96.125902 30.448769, -96.125601 30.448583, -96.125128 30.448468, -96.125081 30.448448, -96.125749 30.449672, -96.125718 30.450184, -96.125751 30.450166, -96.125784 30.450123, -96.125943 30.44998, -96.126396 30.449827, -96.126478 30.449751, -96.126509 30.449508, -96.126375 30.449292, -96.125902 30.448769))"
141212,"POLYGON ((-96.125865 30.450746, -96.1257 30.450477, -96.125663 30.451091, -96.125838 30.450979, -96.12589 30.450884, -96.125865 30.450746))"
141213,"POLYGON ((-96.124806 30.453965, -96.124795 30.453969, -96.124691 30.454117, -96.124756 30.454286, -96.124806 30.453965))"
141214,"POLYGON ((-96.127887 30.456251, -96.128331 30.456181, -96.128739 30.456024, -96.12902 30.455767, -96.129403 30.455314, -96.129519 30.454985, -96.129535 30.454982, -96.129551 30.454918, -96.129599 30.454867, -96.129595 30.454845, -96.129729 30.45461, -96.129903 30.454093, -96.129911 30.453785, -96.129921 30.45365, -96.129006 30.455386, -96.127824 30.456244, -96.127887 30.456251))"
141215,"POLYGON ((-96.128057 30.458213, -96.127732 30.458023, -96.128233 30.458509, -96.12822 30.458409, -96.128057 30.458213))"
141216,"POLYGON ((-96.129274 30.459518, -96.129281 30.459525, -96.129276 30.459519, -96.129274 30.459518))"
141217,"POLYGON ((-96.129633 30.459948, -96.129362 30.459623, -96.129674 30.460698, -96.129715 30.460508, -96.129709 30.460115, -96.129633 30.459948))"
141218,"POLYGON ((-96.129205 30.452405, -96.128918 30.452538, -96.128892 30.45257, -96.129366 30.4524, -96.129205 30.452405))"
141219,"POLYGON ((-96.129821 30.452384, -96.129759 30.452386, -96.130065 30.452979, -96.130018 30.452555, -96.129821 30.452384))"
141220,"POLYGON ((-96.123182 30.453847, -96.123442 30.453428, -96.12353 30.453286, -96.123552 30.453075, -96.123543 30.453035, -96.123561 30.452985, -96.123623 30.452378, -96.123605 30.452261, -96.123423 30.452379, -96.123146 30.453891, -96.123182 30.453847))"
141221,"POLYGON ((-96.130215 30.464186, -96.130283 30.463871, -96.130191 30.463636, -96.129533 30.462903, -96.129405 30.462564, -96.129273 30.462458, -96.129587 30.463406, -96.130052 30.464208, -96.130204 30.464205, -96.130215 30.464186))"
141222,"POLYGON ((-96.133294 30.492385, -96.133393 30.492339, -96.133289 30.492375, -96.133294 30.492385))"
141223,"POLYGON ((-96.134836 30.492181, -96.134751 30.493282, -96.134976 30.49331, -96.134917 30.493103, -96.134836 30.492181))"
141224,"POLYGON ((-96.134647 30.491839, -96.134362 30.491807, -96.134135 30.491867, -96.133602 30.492241, -96.134438 30.491848, -96.134743 30.491913, -96.13474 30.491908, -96.134647 30.491839))"
141225,"POLYGON ((-96.135803 30.49313, -96.135532 30.493354, -96.136311 30.493103, -96.135895 30.493999, -96.136024 30.494554, -96.136061 30.494197, -96.136222 30.493867, -96.136575 30.493522, -96.136585 30.493207, -96.136386 30.493034, -96.136102 30.493021, -96.135803 30.49313))"
141226,"POLYGON ((-96.137455 30.495792, -96.137663 30.496957, -96.136748 30.498798, -96.136776 30.498798, -96.137038 30.498428, -96.137198 30.498328, -96.137486 30.497935, -96.137603 30.497445, -96.137852 30.496995, -96.138004 30.496038, -96.137955 30.49572, -96.13772 30.495428, -96.137405 30.495349, -96.136972 30.495376, -96.137455 30.495792))"
141227,"POLYGON ((-96.793291 29.91762, -96.783928 29.910405, -96.783927 29.910405, -96.786987 29.906586, -96.792556 29.900962, -96.794696 29.89635, -96.799811 29.891843, -96.80806 29.89357, -96.817279 29.893812, -96.819514 29.892117, -96.827337 29.895185, -96.832458 29.897365, -96.852666 29.897768, -96.867007 29.897203, -96.869678 29.895892, -96.870564 29.8933, -96.870232 29.890132, -96.870675 29.887637, -96.87145 29.886197, -96.864807 29.880917, -96.846881 29.876646, -96.836917 29.870886, -96.841986 29.864702, -96.848518 29.864702, -96.848961 29.863838, -96.848518 29.860862, -96.847411 29.858558, -96.840879 29.858365, -96.843043 29.853501, -96.841604 29.852157, -96.840608 29.850332, -96.839833 29.848315, -96.838615 29.846395, -96.83629 29.845723, -96.836068 29.841017, -96.829647 29.840537, -96.829979 29.859358, -96.817136 29.859934, -96.817495 29.864929, -96.826782 29.865521, -96.819618 29.872654, -96.798039 29.872784, -96.796202 29.872475, -96.793355 29.871435, -96.789759 29.870006, -96.786462 29.868577, -96.776586 29.86831, -96.771299 29.866568, -96.766916 29.870369, -96.762168 29.867519, -96.759611 29.865143, -96.759428 29.859917, -96.751941 29.859917, -96.752306 29.862451, -96.755228 29.862609, -96.756507 29.865143, -96.759611 29.869102, -96.754315 29.874486, -96.729904 29.852081, -96.737574 29.845745, -96.73629 29.844109, -96.747977 29.833179, -96.746151 29.830328, -96.731907 29.843001, -96.729533 29.840941, -96.723507 29.846485, -96.71299 29.837431, -96.705216 29.844702, -96.710196 29.849443, -96.705215 29.853658, -96.698748 29.859927, -96.692188 29.860559, -96.692917 29.866142, -96.695711 29.872252, -96.704451 29.871882, -96.705291 29.871362, -96.707331 29.871258, -96.708051 29.871986, -96.719813 29.872298, -96.721613 29.876877, -96.719573 29.878854, -96.715252 29.878959, -96.713544 29.881659, -96.718344 29.886966, -96.723625 29.888214, -96.734186 29.89737, -96.732146 29.901012, -96.723625 29.901948, -96.72 29.905812, -96.72024 29.910597, -96.741112 29.911346, -96.743106 29.909656, -96.747439 29.909485, -96.748719 29.907949, -96.752166 29.908119, -96.754234 29.909144, -96.756598 29.909058, -96.757553 29.894053, -96.76169 29.889101, -96.769465 29.893263, -96.76978 29.907279, -96.76978 29.90728, -96.764417 29.912749, -96.767099 29.913406, -96.768045 29.914841, -96.768045 29.914842, -96.766312 29.91805, -96.765918 29.921468, -96.765917 29.921468, -96.762612 29.924597, -96.762372 29.936349, -96.755652 29.942381, -96.762502 29.947706, -96.769771 29.943807, -96.773405 29.945907, -96.775049 29.944482, -96.770636 29.940208, -96.780847 29.930609, -96.782215 29.929588, -96.790531 29.933889, -96.794071 29.936887, -96.796403 29.93612, -96.798655 29.938629, -96.800264 29.938629, -96.805109 29.941321, -96.805749 29.942901, -96.804033 29.945475, -96.807663 29.948677, -96.81037 29.94822, -96.813274 29.947934, -96.81334 29.942901, -96.809776 29.942729, -96.809775 29.942729, -96.806409 29.94027, -96.80777 29.93867, -96.80777 29.93479, -96.80777 29.934789, -96.808585 29.933731, -96.809073 29.930344, -96.813681 29.92935, -96.818349 29.92878, -96.822235 29.929733, -96.822601 29.932465, -96.823701 29.935641, -96.822601 29.937166, -96.82634 29.939834, -96.830372 29.937737, -96.830372 29.937738, -96.835936 29.9418, -96.836832 29.950055, -96.842287 29.954005, -96.850999 29.949772, -96.856373 29.952383, -96.858897 29.954146, -96.868016 29.953652, -96.869074 29.952665, -96.86883 29.947585, -96.854907 29.947303, -96.854174 29.938837, -96.84306 29.939175, -96.839252 29.936106, -96.830165 29.93599, -96.828629 29.934427, -96.82796 29.932169, -96.827225 29.928521, -96.825288 29.926089, -96.817003 29.926089, -96.811086 29.920996, -96.813378 29.916888, -96.814873 29.913118, -96.814382 29.911726, -96.803856 29.901859, -96.800246 29.905095, -96.797881 29.907541, -96.795249 29.910352, -96.796657 29.915551, -96.793291 29.91762), (-96.731144 29.876694, -96.732292 29.878562, -96.730713 29.880181, -96.726836 29.879807, -96.726979 29.877442, -96.726979 29.877441, -96.731144 29.876694))"
